index,day,low,high
0,2021-05-27,45.09503295898442,84.02003295898442
1,2021-05-28,46.98501098632816,70.07003295898441
2,2021-05-29,49.95500000000004,83.21001098632817
3,2021-05-30,52.88000000000004,87.17003295898442
4,2021-05-31,56.88501098632817,91.13000000000004
5,2021-06-01,61.07003295898441,96.17003295898442
